"Gear"	"SampleDate"	"Station"	"SizeFraction"	"Dilution"	"TotalCells"	"Processor"	"ProcessDate"	"ProcessingTime"	"AmphipodProcessingTime"	"QC"	"QCDate"	"QCTime"	"Jellies"	"Fish"	"Archive"	"LabComments"
1	12/18/2007 0:00:00	"S42"	0	95.00	5	"SS"	1/30/2008 0:00:00			0			0	0		
1	12/19/2007 0:00:00	"D41"	0	95.00	5	"SS"	1/30/2008 0:00:00			0			0	0		
1	12/19/2007 0:00:00	"D41A"	0	95.00	5	"SS"	1/31/2008 0:00:00			0			0	0		
1	12/19/2007 0:00:00	"D6"	0	500.00	20	"SS"	1/29/2008 0:00:00			0			0	0		
1	1/14/2008 0:00:00	"74"	0	95.00	5	"SS"	4/14/2008 0:00:00			0			0	0		"much detritus"
1	1/14/2008 0:00:00	"D19"	0	30.00	6	"SS"	4/15/2008 0:00:00			0			0	0		"did extra cell to bring total up"
1	1/14/2008 0:00:00	"D28"	0	50.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"detritus"
1	1/15/2008 0:00:00	"86"	0	75.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"much detritus"
1	1/15/2008 0:00:00	"92"	0	60.00	5	"SS"	4/15/2008 0:00:00			0			0	0		
1	1/15/2008 0:00:00	"D16"	0	80.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"sand, detritus"
1	1/15/2008 0:00:00	"M10"	0	200.00	12	"SS"	4/16/2008 0:00:00			0			0	0		"heavy detritus"
1	1/16/2008 0:00:00	"48"	0	95.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"detritus"
1	1/16/2008 0:00:00	"54"	0	75.00	5	"SS"	4/14/2008 0:00:00			0			0	0		"detritus"
1	1/16/2008 0:00:00	"60"	0	75.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"detritus"
1	1/16/2008 0:00:00	"64"	0	50.00	5	"SS"	4/14/2008 0:00:00			0			0	0		"some detritus"
1	1/16/2008 0:00:00	"EZ2"	0	50.00	5	"SS"	4/15/2008 0:00:00			0			0	0		"detritus"
1	1/16/2008 0:00:00	"EZ6"	0	50.00	5	"SS"	4/14/2008 0:00:00			0			0	0		
1	1/17/2008 0:00:00	"28"	0	95.00	5	"SS"	4/14/2008 0:00:00			0			0	0		"detritus"
1	1/17/2008 0:00:00	"32"	0	95.00	5	"SS"	4/14/2008 0:00:00			0			0	0		
1	1/17/2008 0:00:00	"S42"	0	900.00	20	"SS"	4/18/2008 0:00:00			0			0	0		
1	1/18/2008 0:00:00	"D41"	0	95.00	5	"SS"	4/17/2008 0:00:00			0			0	0		
1	1/18/2008 0:00:00	"D41A"	0	95.00	5	"SS"	4/18/2008 0:00:00			0			0	0		
1	1/18/2008 0:00:00	"D6"	0	750.00	20	"SS"	4/18/2008 0:00:00			0			0	0		
1	2/13/2008 0:00:00	"74"	0	95.00	5	"SS"	4/16/2008 0:00:00			0			0	0		"much detritus"
1	2/13/2008 0:00:00	"D19"	0	40.00	5	"SS"	4/15/2008 0:00:00			0			0	0		
1	2/13/2008 0:00:00	"D28"	0	60.00	5	"SS"	4/16/2008 0:00:00			0			0	0		
1	2/14/2008 0:00:00	"86"	0	50.00	5	"SS"	3/24/2008 0:00:00			0			0	0		"detritus"
1	2/14/2008 0:00:00	"92"	0	50.00	5	"SS"	4/15/2008 0:00:00			0			0	0		
1	2/14/2008 0:00:00	"D16"	0	95.00	5	"SS"	3/24/2008 0:00:00			0			0	0		"detritus"
1	2/14/2008 0:00:00	"M10"	0	50.00	5	"SS"	4/15/2008 0:00:00			0			0	0		
1	2/15/2008 0:00:00	"48"	0	95.00	5	"SS"	3/24/2008 0:00:00			0			0	0		
1	2/15/2008 0:00:00	"54"	0	115.00	6	"SS"	4/18/2008 0:00:00			0			0	0		"detritus"
1	2/15/2008 0:00:00	"60"	0	95.00	5	"SS"	4/16/2008 0:00:00			0			0	0		"much detritus"
1	2/15/2008 0:00:00	"64"	0	95.00	5	"SS"	4/16/2008 0:00:00			0			0	0		"detritus"
1	2/15/2008 0:00:00	"EZ2"	0	300.00	18	"SS"	4/16/2008 0:00:00			0			0	0		"very heavy detritus"
1	2/15/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	4/16/2008 0:00:00			0			0	0		
1	2/19/2008 0:00:00	"28"	0	500.00	20	"SS"	4/19/2008 0:00:00			0			0	0		"heavy detritus"
1	2/19/2008 0:00:00	"32"	0	500.00	20	"SS"	4/17/2008 0:00:00			0			0	0		"very heavy detritus"
1	2/19/2008 0:00:00	"S42"	0	900.00	20	"SS"	4/20/2008 0:00:00			0			0	0		"heavy detritus"
1	2/20/2008 0:00:00	"4"	0	95.00	5	"SS"	4/19/2008 0:00:00			0			0	0		"detritus, sand"
1	2/20/2008 0:00:00	"D41"	0	400.00	20	"SS"	3/28/2008 0:00:00			0			0	0		"detritus, sand"
1	2/20/2008 0:00:00	"D41A"	0	95.00	5	"SS"	4/16/2008 0:00:00			0			0	0		
1	2/20/2008 0:00:00	"D6"	0	95.00	5	"SS"	4/17/2008 0:00:00			0			0	0		"detritus"
1	3/12/2008 0:00:00	"74"	0	145.00	8	"SS"	3/26/2008 0:00:00			0			0	0		"very heavy detritus"
1	3/12/2008 0:00:00	"D19"	0	35.00	5	"SS"	3/25/2008 0:00:00			0			0	0		" detritus"
1	3/12/2008 0:00:00	"D28"	0	75.00	5	"SS"	3/26/2008 0:00:00			0			0	0		
1	3/13/2008 0:00:00	"86"	0	50.00	5	"SS"	3/24/2008 0:00:00			0			0	0		"detritus"
1	3/13/2008 0:00:00	"92"	0	95.00	5	"SS"	3/27/2008 0:00:00			0			0	0		
1	3/13/2008 0:00:00	"D16"	0	40.00	5	"SS"	3/25/2008 0:00:00			0			0	0		"heavy detritus, sand"
1	3/13/2008 0:00:00	"M10"	0	95.00	5	"SS"	3/26/2008 0:00:00			0			0	0		"detritus"
1	3/14/2008 0:00:00	"48"	0	95.00	5	"SS"	3/25/2008 0:00:00			0			0	0		
1	3/14/2008 0:00:00	"54"	0	75.00	5	"SS"	3/24/2008 0:00:00			0			0	0		
1	3/14/2008 0:00:00	"60"	0	150.00	9	"SS"	3/26/2008 0:00:00			0			0	0		"very heavy detritus"
1	3/14/2008 0:00:00	"64"	0	75.00	5	"SS"	3/25/2008 0:00:00			0			0	0		"detritus, sand"
1	3/14/2008 0:00:00	"EZ2"	0	80.00	5	"SS"	3/25/2008 0:00:00			0			0	0		
1	3/14/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	3/24/2008 0:00:00			0			0	0		"detritus"
1	3/17/2008 0:00:00	"28"	0	95.00	5	"SS"	3/24/2008 0:00:00			0			0	0		"detritus"
1	3/17/2008 0:00:00	"32"	0	400.00	20	"SS"	3/26/2008 0:00:00			0			0	0		
1	3/17/2008 0:00:00	"S42"	0	700.00	20	"SS"	3/27/2008 0:00:00			0			0	0		
1	3/18/2008 0:00:00	"4"	0	95.00	5	"SS"	3/27/2008 0:00:00			0			0	0		
1	3/18/2008 0:00:00	"D41"	0	600.00	20	"SS"	3/31/2008 0:00:00			0			0	0		
1	3/18/2008 0:00:00	"D41A"	0	800.00	20	"SS"	3/31/2008 0:00:00			0			0	0		
1	3/18/2008 0:00:00	"D6"	0	95.00	5	"SS"	3/28/2008 0:00:00			0			0	0		
1	4/10/2008 0:00:00	"74"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		"heavy detritus"
1	4/10/2008 0:00:00	"D19"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/10/2008 0:00:00	"D28"	0	165.00	9	"SS"	4/24/2008 0:00:00			0			0	0		
1	4/11/2008 0:00:00	"86"	0	95.00	5	"SS"	4/24/2008 0:00:00			0			0	0		"detritus"
1	4/11/2008 0:00:00	"92"	0	2000.00	20	"SS"	4/25/2008 0:00:00			0			0	0		
1	4/11/2008 0:00:00	"D16"	0	95.00	5	"SS"	4/24/2008 0:00:00			0			0	0		"heavy detritus"
1	4/11/2008 0:00:00	"M10"	0	500.00	20	"SS"	4/25/2008 0:00:00			0			0	0		"heavy detritus"
1	4/14/2008 0:00:00	"48"	0	60.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/14/2008 0:00:00	"54"	0	195.00	11	"SS"	4/23/2008 0:00:00			0			0	0		"heavy detritus"
1	4/14/2008 0:00:00	"60"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		"detritus"
1	4/14/2008 0:00:00	"64"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/14/2008 0:00:00	"EZ2"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/14/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/15/2008 0:00:00	"28"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		
1	4/15/2008 0:00:00	"32"	0	95.00	5	"SS"	4/23/2008 0:00:00			0			0	0		"lots of mysids"
1	4/15/2008 0:00:00	"S42"	0	95.00	5	"SS"	4/24/2008 0:00:00			0			0	0		"lots of mysids"
1	4/16/2008 0:00:00	"D41"	0	750.00	20	"SS"	4/25/2008 0:00:00			0			0	0		"sand, detritus"
1	4/16/2008 0:00:00	"D41A"	0	95.00	5	"SS"	4/25/2008 0:00:00			0			0	0		"many organisms look like they don't belong in this sample; didn't include in count"
1	4/16/2008 0:00:00	"D6"	0	150.00	9	"SS"	4/24/2008 0:00:00			0			0	0		
1	5/8/2008 0:00:00	"86"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		
1	5/8/2008 0:00:00	"92"	0	1600.00	20	"SS"	5/29/2008 0:00:00			0			0	0		
1	5/8/2008 0:00:00	"D16"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		"detritus"
1	5/8/2008 0:00:00	"M10"	0	600.00	20	"SS"	5/29/2008 0:00:00			0			0	0		"heavy detritus"
1	5/9/2008 0:00:00	"74"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		"detritus"
1	5/9/2008 0:00:00	"D19"	0	95.00	5	"SS"	5/29/2008 0:00:00			0			0	0		
1	5/9/2008 0:00:00	"D28"	0	95.00	5	"SS"	5/29/2008 0:00:00			0			0	0		
1	5/12/2008 0:00:00	"48"	0	60.00	5	"SS"	5/29/2008 0:00:00			0			0	0		"lots of mysids"
1	5/12/2008 0:00:00	"54"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		"detritus"
1	5/12/2008 0:00:00	"60"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		"detritus"
1	5/12/2008 0:00:00	"64"	0	95.00	5	"SS"	5/29/2008 0:00:00			0			0	0		
1	5/12/2008 0:00:00	"EZ2"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		"detritus"
1	5/12/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		"detritus"
1	5/13/2008 0:00:00	"28"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		
1	5/13/2008 0:00:00	"32"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		
1	5/13/2008 0:00:00	"S42"	0	95.00	5	"SS"	5/27/2008 0:00:00			0			0	0		
1	5/14/2008 0:00:00	"D41"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		
1	5/14/2008 0:00:00	"D41A"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		
1	5/14/2008 0:00:00	"D6"	0	95.00	5	"SS"	5/28/2008 0:00:00			0			0	0		
1	6/9/2008 0:00:00	"74"	0	95.00	5	"SS"	6/20/2008 0:00:00			0			0	0		"detritus
25 minutes"
1	6/9/2008 0:00:00	"D19"	0	500.00	20	"SS"	6/20/2008 0:00:00	0.09		0			0	0		
1	6/9/2008 0:00:00	"D28"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.03		0			0	0		
1	6/10/2008 0:00:00	"86"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.02		0			0	0		"
hundreds and hundreds of amphipods"
1	6/10/2008 0:00:00	"92"	0	900.00	20	"SS"	6/20/2008 0:00:00	0.11		0			0	0		
1	6/10/2008 0:00:00	"D16"	0	95.00	5	"SS"	6/20/2008 0:00:00			0			0	0		"detritus
45 min"
1	6/10/2008 0:00:00	"M10"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.06		0			0	0		
1	6/11/2008 0:00:00	"48"	0	40.00	5	"SS"	6/20/2008 0:00:00			0			0	0		"detritus and mysids
50 min
some organisms in very bad shape"
1	6/11/2008 0:00:00	"54"	0	95.00	5	"SS"	6/20/2008 0:00:00			0			0	0		"detritus
30 min"
1	6/11/2008 0:00:00	"60"	0	75.00	5	"SS"	6/20/2008 0:00:00	0.03		0			0	0		
1	6/11/2008 0:00:00	"64"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.01		0			0	0		
1	6/11/2008 0:00:00	"EZ2"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.03		0			0	0		
1	6/11/2008 0:00:00	"EZ6"	0	60.00	5	"SS"	6/20/2008 0:00:00			0			0	0		"detritus
45 min"
1	6/12/2008 0:00:00	"28"	0	60.00	7	"SS"	6/20/2008 0:00:00	0.03		0			0	0		"did more slides to bring up total"
1	6/12/2008 0:00:00	"32"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.01		0			0	0		"lots of mysids (in the way)"
1	6/12/2008 0:00:00	"S42"	0	95.00	5	"SS"	6/20/2008 0:00:00	0.03		0			0	0		
1	6/13/2008 0:00:00	"D41"	0	95.00	5	"SS"	6/23/2008 0:00:00	0.04		0			0	0		
1	6/13/2008 0:00:00	"D41A"	0	95.00	5	"SS"	6/23/2008 0:00:00	0.02		0			0	0		
1	6/13/2008 0:00:00	"D6"	0	60.00	5	"SS"	6/23/2008 0:00:00	0.03		0			0	0		
1	7/7/2008 0:00:00	"74"	0	50.00	5	"SS"	7/21/2008 0:00:00			0			0	0		"detritus"
1	7/7/2008 0:00:00	"D19"	0	400.00	20	"SS"	7/22/2008 0:00:00			0			0	0		
1	7/7/2008 0:00:00	"D28"	0	500.00	20	"SS"	7/24/2008 0:00:00			0			0	0		
1	7/8/2008 0:00:00	"86"	0	95.00	5	"SS"	7/18/2008 0:00:00			0			0	0		"detritus"
1	7/8/2008 0:00:00	"92"	0	400.00	20	"SS"	7/21/2008 0:00:00			0			0	0		
1	7/8/2008 0:00:00	"D16"	0	300.00	18	"SS"	7/17/2008 0:00:00			0			0	0		
1	7/8/2008 0:00:00	"M10"	0	95.00	5	"SS"	7/18/2008 0:00:00			0			0	0		
1	7/9/2008 0:00:00	"48"	0	25.00	5	"SS"	7/24/2008 0:00:00			0			0	0		"lots of mysids"
1	7/9/2008 0:00:00	"54"	0	40.00	5	"SS"	7/24/2008 0:00:00			0			0	0		"lots of mysids, detritus"
1	7/9/2008 0:00:00	"60"	0	60.00	5	"SS"	7/21/2008 0:00:00			0			0	0		
1	7/9/2008 0:00:00	"64"	0	50.00	5	"SS"	7/23/2008 0:00:00			0			0	0		"detritus, mysids"
1	7/9/2008 0:00:00	"EZ2"	0	75.00	5	"SS"	7/23/2008 0:00:00			0			0	0		"detritus, mysids"
1	7/10/2008 0:00:00	"28"	0	30.00	5	"SS"	7/22/2008 0:00:00			0			0	0		
1	7/10/2008 0:00:00	"32"	0	75.00	5	"SS"	7/24/2008 0:00:00			0			0	0		"fish and mysids in sample (short fish)"
1	7/10/2008 0:00:00	"S42"	0	40.00	5	"SS"	7/24/2008 0:00:00			0			0	0		"mysids and short fish"
1	7/11/2008 0:00:00	"D41"	0	95.00	5	"SS"	7/17/2008 0:00:00			0			0	0		
1	7/11/2008 0:00:00	"D41A"	0	95.00	5	"SS"	7/21/2008 0:00:00			0			0	0		
1	7/11/2008 0:00:00	"D6"	0	20.00	5	"SS"	7/23/2008 0:00:00			0			0	0		
1	8/6/2008 0:00:00	"74"	0	95.00	5	"SS"	8/18/2008 0:00:00			0			0	0		"detritus, microcystis
:50"
1	8/6/2008 0:00:00	"D19"	0	400.00	20	"SS"	8/18/2008 0:00:00			0			0	1		"detritus, microcystis, fish
3:15"
1	8/6/2008 0:00:00	"D28"	0	550.00	20	"SS"	8/18/2008 0:00:00			0			0	0		"microcystis
2:48"
1	8/7/2008 0:00:00	"86"	0	700.00	20	"SS"	8/18/2008 0:00:00			0			0	0		"microcystis
2:45"
1	8/7/2008 0:00:00	"92"	0	650.00	20	"SS"	8/18/2008 0:00:00	0.13		0			0	0		
1	8/7/2008 0:00:00	"D16"	0	350.00	20	"SS"	8/18/2008 0:00:00			0			0	0		"microcystis
3:20"
1	8/7/2008 0:00:00	"M10"	0	1100.00	20	"SS"	8/18/2008 0:00:00	0.15		0			0	0		
1	8/11/2008 0:00:00	"48"	0	50.00	5	"SS"	8/21/2008 0:00:00			0			0	0		"detritus
:44"
1	8/11/2008 0:00:00	"54"	0	95.00	5	"SS"	8/18/2008 0:00:00			0			1	0		"detritus
:46
jelly"
1	8/11/2008 0:00:00	"60"	0	95.00	5	"SS"	8/19/2008 0:00:00			0			1	1		"much detritus
1:25
teeny jellies taken out; one fish removed"
1	8/11/2008 0:00:00	"64"	0	70.00	5	"SS"	8/19/2008 0:00:00	0.03		0			1	0		"
jellies"
1	8/11/2008 0:00:00	"EZ2"	0	225.00	13	"SS"	8/20/2008 0:00:00	0.04		0			0	0		
1	8/11/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	8/20/2008 0:00:00			0			1	0		"detritus
:52
jellies"
1	8/12/2008 0:00:00	"28"	0	95.00	5	"SS"	8/19/2008 0:00:00	0.03		0			0	1		"
fish"
1	8/12/2008 0:00:00	"32"	0	95.00	5	"SS"	8/18/2008 0:00:00	0.04		0			0	0		
1	8/12/2008 0:00:00	"S42"	0	50.00	5	"SS"	8/19/2008 0:00:00			0			1	0		"detritus, 
jellies
1:15"
1	8/13/2008 0:00:00	"D41"	0	95.00	5	"SS"	8/20/2008 0:00:00	0.05		0			0	1		
1	8/13/2008 0:00:00	"D41A"	0	450.00	20	"SS"	8/20/2008 0:00:00			0			0	1		"
3:10"
1	8/13/2008 0:00:00	"D6"	0	95.00	5	"SS"	8/18/2008 0:00:00			0			0	1		"detritus
1:10
fish"
1	9/3/2008 0:00:00	"74"	0	95.00	5	"SS"	9/15/2008 0:00:00	0.03		0			0	0		
1	9/3/2008 0:00:00	"D19"	0	95.00	5	"SS"	9/15/2008 0:00:00	0.06		0			0	0		
1	9/3/2008 0:00:00	"D28"	0	95.00	5	"SS"	9/23/2008 0:00:00	0.05		0			0	0		
1	9/4/2008 0:00:00	"86"	0	500.00	20	"SS"	9/17/2008 0:00:00	0.11		0			0	0		
1	9/4/2008 0:00:00	"92"	0	700.00	20	"SS"	9/18/2008 0:00:00	0.13		0			0	0		
1	9/4/2008 0:00:00	"D16"	0	95.00	5	"SS"	9/17/2008 0:00:00	0.06		0			0	0		
1	9/4/2008 0:00:00	"M10"	0	1400.00	20	"SS"	9/16/2008 0:00:00	0.13		0			0	0		"2 vials"
1	9/5/2008 0:00:00	"48"	0	95.00	5	"SS"	9/22/2008 0:00:00	0.03		0			0	0		
1	9/5/2008 0:00:00	"54"	0	95.00	5	"SS"	9/22/2008 0:00:00	0.03		0			1	0		"jellies"
1	9/5/2008 0:00:00	"60"	0	95.00	5	"SS"	9/22/2008 0:00:00	0.04		0			1	1		"jellies, fish"
1	9/5/2008 0:00:00	"64"	0	95.00	5	"SS"	9/18/2008 0:00:00	0.02		0			0	0		
1	9/5/2008 0:00:00	"EZ2"	0	95.00	5	"SS"	9/18/2008 0:00:00	0.03		0			0	0		
1	9/5/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	9/18/2008 0:00:00	0.03		0			1	0		"jellies"
1	9/8/2008 0:00:00	"28"	0	50.00	5	"SS"	9/16/2008 0:00:00	0.03		0			1	1		"fish and jellies"
1	9/8/2008 0:00:00	"32"	0	95.00	5	"SS"	9/16/2008 0:00:00	0.03		0			1	1		"fish and jellies"
1	9/8/2008 0:00:00	"S42"	0	95.00	5	"SS"	9/17/2008 0:00:00	0.02		0			0	1		"detritus; fish;"
1	9/9/2008 0:00:00	"D41"	0	1000.00	20	"SS"	9/24/2008 0:00:00	0.13		0			0	0		
1	9/9/2008 0:00:00	"D41A"	0	700.00	20	"SS"	9/23/2008 0:00:00	0.13		0			0	0		
1	9/9/2008 0:00:00	"D6"	0	95.00	5	"TLE"	3/5/2009 0:00:00	0.05		0			0	1		"fish"
1	10/2/2008 0:00:00	"74"	0	95.00	5	"SS"	10/16/2008 0:00:00	0.03		0			0	0		"detritus"
1	10/2/2008 0:00:00	"D19"	0	95.00	5	"SS"	10/20/2008 0:00:00	0.04		0			0	0		"microcystis"
1	10/2/2008 0:00:00	"D28"	0	500.00	20	"SS"	10/14/2008 0:00:00	0.12		0			0	0		"microcystis"
1	10/3/2008 0:00:00	"86"	0	800.00	20	"SS"	10/21/2008 0:00:00	0.11		0			0	0		
1	10/3/2008 0:00:00	"92"	0	1700.00	20	"SS"	10/20/2008 0:00:00	0.11		0			0	0		
1	10/3/2008 0:00:00	"D16"	0	375.00	20	"SS"	10/14/2008 0:00:00	0.13		0			0	0		"microcystis"
1	10/3/2008 0:00:00	"M10"	0	1200.00	20	"SS"	10/22/2008 0:00:00	0.15		0			0	0		"very heavy detritus"
1	10/6/2008 0:00:00	"48"	0	95.00	5	"SS"	10/14/2008 0:00:00	0.03		0			0	0		
1	10/6/2008 0:00:00	"54"	0	95.00	5	"SS"	10/15/2008 0:00:00	0.03		0			1	0		"JELLIES"
1	10/6/2008 0:00:00	"60"	0	95.00	5	"SS"	10/13/2008 0:00:00	0.05		0			0	0		
1	10/6/2008 0:00:00	"64"	0	95.00	5	"SS"	10/15/2008 0:00:00	0.04		0			0	0		
1	10/6/2008 0:00:00	"EZ2"	0	95.00	5	"SS"	10/15/2008 0:00:00	0.04		0			0	0		
1	10/6/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	10/13/2008 0:00:00	0.04		0			0	0		
1	10/7/2008 0:00:00	"28"	0	75.00	5	"SS"	10/20/2008 0:00:00	0.03		0			0	0		
1	10/7/2008 0:00:00	"32"	0	95.00	5	"SS"	10/21/2008 0:00:00	0.04		0			0	0		
1	10/7/2008 0:00:00	"S42"	0	95.00	5	"SS"	10/20/2008 0:00:00	0.02		0			0	0		
1	10/8/2008 0:00:00	"D41"	0	1100.00	20	"SS"	10/22/2008 0:00:00	0.13		0			0	0		"podon"
1	10/8/2008 0:00:00	"D41A"	0	600.00	20	"SS"	10/15/2008 0:00:00	0.12		0			0	0		
1	10/8/2008 0:00:00	"D6"	0	95.00	5	"SS"	10/16/2008 0:00:00	0.06		0			0	0		
1	11/17/2008 0:00:00	"74"	0	95.00	5	"SS"	12/2/2008 0:00:00			0			0	0		"heavy detritus"
1	11/17/2008 0:00:00	"D19"	0	60.00	6	"SS"	12/2/2008 0:00:00			0			0	0		"did extra cell to bring up total"
1	11/17/2008 0:00:00	"D28"	0	40.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"detritus"
1	11/18/2008 0:00:00	"86"	0	95.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"detritus"
1	11/18/2008 0:00:00	"92"	0	1700.00	20	"SS"	12/5/2008 0:00:00			0			0	0		
1	11/18/2008 0:00:00	"D16"	0	95.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"detritus"
1	11/18/2008 0:00:00	"M10"	0	600.00	20	"SS"	12/4/2008 0:00:00			0			0	0		"detritus"
1	11/19/2008 0:00:00	"48"	0	95.00	5	"SS"	12/2/2008 0:00:00			0			0	0		"detritus"
1	11/19/2008 0:00:00	"54"	0	95.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"heavy detritus"
1	11/19/2008 0:00:00	"60"	0	95.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"heavy detritus"
1	11/19/2008 0:00:00	"64"	0	95.00	5	"SS"	12/2/2008 0:00:00			0			0	0		
1	11/19/2008 0:00:00	"EZ2"	0	95.00	6	"SS"	12/2/2008 0:00:00			0			0	0		"extra cell to bring up total"
1	11/20/2008 0:00:00	"28"	0	75.00	5	"SS"	12/3/2008 0:00:00			0			0	0		"detritus"
1	11/20/2008 0:00:00	"32"	0	95.00	5	"SS"	12/4/2008 0:00:00			0			0	0		
1	11/20/2008 0:00:00	"S42"	0	65.00	5	"SS"	12/2/2008 0:00:00			0			0	0		
1	11/21/2008 0:00:00	"D41"	0	500.00	20	"SS"	12/2/2008 0:00:00			0			0	0		"detritus"
1	11/21/2008 0:00:00	"D41A"	0	800.00	20	"SS"	12/4/2008 0:00:00			0			0	0		
1	11/21/2008 0:00:00	"D6"	0	95.00	5	"SS"	12/2/2008 0:00:00			0			0	0		
1	12/3/2008 0:00:00	"74"	0	95.00	5	"SS"	12/19/2008 0:00:00			0			0	0		"detritus"
1	12/3/2008 0:00:00	"D19"	0	75.00	5	"SS"	12/19/2008 0:00:00			0			0	0		"detritus"
1	12/3/2008 0:00:00	"D28"	0	50.00	5	"SS"	12/18/2008 0:00:00			0			0	0		"detritus"
1	12/4/2008 0:00:00	"86"	0	75.00	5	"SS"	12/16/2008 0:00:00			0			0	0		"detritus"
1	12/4/2008 0:00:00	"92"	0	1600.00	20	"SS"	12/22/2008 0:00:00			0			0	0		
1	12/4/2008 0:00:00	"D16"	0	95.00	5	"SS"	12/17/2008 0:00:00			0			0	0		"detritus"
1	12/4/2008 0:00:00	"M10"	0	350.00	20	"SS"	12/17/2008 0:00:00			0			0	0		"detritus"
1	12/5/2008 0:00:00	"48"	0	95.00	5	"SS"	12/19/2008 0:00:00			0			0	0		"detritus"
1	12/5/2008 0:00:00	"54"	0	95.00	5	"SS"	12/19/2008 0:00:00			0			0	0		"detritus"
1	12/5/2008 0:00:00	"60"	0	40.00	5	"SS"	12/23/2008 0:00:00			0			0	0		
1	12/5/2008 0:00:00	"64"	0	50.00	6	"SS"	12/22/2008 0:00:00			0			0	0		"extra cell to bring up total"
1	12/5/2008 0:00:00	"EZ2"	0	40.00	5	"SS"	12/23/2008 0:00:00			0			0	0		
1	12/5/2008 0:00:00	"EZ6"	0	95.00	5	"SS"	12/23/2008 0:00:00			0			0	0		
1	12/8/2008 0:00:00	"28"	0	75.00	5	"SS"	12/18/2008 0:00:00			0			0	0		"detritus"
1	12/8/2008 0:00:00	"32"	0	60.00	6	"SS"	12/18/2008 0:00:00			0			0	0		"extra cell to bring up total"
1	12/8/2008 0:00:00	"S42"	0	80.00	5	"SS"	12/18/2008 0:00:00			0			0	0		"detritus"
1	12/9/2008 0:00:00	"D41"	0	95.00	6	"SS"	12/15/2008 0:00:00			0			0	0		"podon; extra cell to bring up total"
1	12/9/2008 0:00:00	"D41A"	0	425.00	20	"SS"	12/15/2008 0:00:00			0			0	0		
1	12/9/2008 0:00:00	"D6"	0	450.00	20	"SS"	12/16/2008 0:00:00			0			1	1		"jellies"
1	1/14/2009 0:00:00	"74"	0	95.00	5	"SS"	2/3/2009 0:00:00	0.03		0			0	0		"very heavy detritus"
1	1/14/2009 0:00:00	"D19"	0	20.00	5	"SS"	2/3/2009 0:00:00	0.03		0			0	0		"detritus"
1	1/14/2009 0:00:00	"D28"	0	30.00	5	"SS"	2/3/2009 0:00:00	0.03		0			0	0		"detritus"
1	1/15/2009 0:00:00	"86"	0	75.00	5	"SS"	2/3/2009 0:00:00	0.02		0			0	1		"detritus"
1	1/15/2009 0:00:00	"92"	0	600.00	22	"SS"	2/3/2009 0:00:00	0.11		0			0	0		"did a couple of extra cells to bring up total"
1	1/15/2009 0:00:00	"D16"	0	50.00	5	"SS"	2/3/2009 0:00:00	0.04		0			0	1		"detritus"
